id,postcode
1491,GY9 3NW
1492,PE38 0JH
1493,EH16 6LG
1494,WV11 2DN
1495,EH48 4DR
1496,GL3 3SU
1497,L12 8RW
1498,SA17 4RJ
1499,E1 5QN
1500,TD4 6AX
1501,OX29 7YH
1502,SE1 6DF
1503,HP2 4NJ
1504,RH19 1HW
1505,EX34 8FP
1506,PL26 7JN
1507,GU34 2RZ
1508,CF33 4HB
1509,PL14 5AR
1510,LS11 6BW
1511,E1 5DX
1512,SW9 6UA
1513,L21 5JB
1514,SL1 0NG
1515,NR3 3RG
1516,LE4 0AF
1517,TW20 0EA
1518,CO15 5NB
1519,TQ4 9DP
1520,CR0 9DY
1521,NG5 9RR
1522,CB7 5UE
1523,BS11 9EQ
1524,EH47 7HR
1525,NG5 9PJ
1526,BR3 4DX
1527,S80 4RF
1528,LE19 4PG
1529,LS17 1JT
1530,MK14 5QH
1531,SW6 2BF
1532,B62 9DL
1533,HS1 2DJ
1534,BR2 9UW
1535,ST14 5JJ
1536,BD13 5FJ
1537,BA13 3RP
1538,NR34 7LY
1539,TN6 3SH
1540,CA11 9NE
1541,SE1 8YE
1542,AB42 1TA
1543,NN11 0GF
1544,DY10 3PR
1545,TQ3 1BD
1546,L18 6JY
1547,BD17 5BQ
1548,G1 4NH
1549,RG14 1NT
1550,BD2 4JF
1551,LS25 4DG
1552,SG9 9DU
1553,SS6 8JS
1554,RG10 9JY
1555,HP23 6BA
1556,SR4 9RD
1557,L36 9TQ
1558,OX29 8NA
1559,DH1 9JH
1560,NN14 4JB
1561,LL26 0ES
1562,WF14 9SL
1563,PE24 4BG
1564,AB36 8XR
1565,CW1 3TY
1566,BA1 2AD
1567,SG8 9EN
1568,SP2 7AJ
1569,KY1 4DF
1570,PH14 9SS
1571,TA1 1SU
1572,AL4 9UN
1573,TW19 7AW
1574,TW1 4TJ
1575,N9 9LP
1576,BD6 1SQ
1577,AB42 3NE
1578,GU6 8GS
1579,EH49 6EY
1580,PA1 1NT
1581,CH42 1NX
1582,CB24 3BS
1583,WF2 9WA
1584,DA7 6RF
1585,LL15 2RE
1586,BA1 1QB
1587,DE22 4BW
1588,SK10 9NR
1589,W1H 5YH
1590,HR9 5HX
1591,SW1X 9EB
1592,SL6 7JE
1593,W1B 5PD
1594,RG2 0DU
1595,PE3 8NJ
1596,EH22 2FJ
1597,PO10 8RT
1598,DG10 9QA
1599,NG14 5HW
1600,WR6 6RQ
1601,BS1 6RE
1602,DN40 1DZ
1603,BD13 1PA
1604,MK19 7AR
1605,CB23 6AR
1606,MK8 1AB
1607,WF14 9PN
1608,TN13 2YD
1609,LE11 1RQ
1610,RM11 2NZ
1611,KY2 5LD
1612,LA2 0HF
1613,NR31 9DZ
1614,AB42 5BU
1615,CV8 3BE
1616,BR6 7SY
1617,OL9 6NY
1618,BN52 9BP
1619,FK2 9NP
1620,HU6 7WZ
1621,S71 4FN
1622,WF9 5FJ
1623,PO33 1BD
1624,CO3 9DL
1625,W1W 6AF
1626,SY1 3JZ
1627,BN22 8NA
1628,TD14 5TN
1629,EN8 7AF
1630,L21 8HW
1631,HR4 0QB
1632,NE1 5UG
1633,SR2 0DZ
1634,NE29 7JH
1635,NW3 5TH
1636,NW3 1QW
1637,LS12 2QT
1638,BD15 7EL
1639,WF3 1QG
1640,IG7 4PF
1641,M8 0WG
1642,IP14 3RP
1643,SN25 3PY
1644,EX6 8NQ
1645,OX13 6PQ
1646,BD22 8LX
1647,WS10 0DP
1648,GL6 6SA
1649,HU17 0DX
1650,TW8 0LG
1651,SA4 3XN
1652,NP23 6HE
1653,HU6 9TA
1654,DA16 3AP
1655,WS13 8PX
1656,PL7 4QH
1657,L17 7BA
1658,CA5 6PY
1659,CO12 3QJ
1660,HA0 2EA
1661,B90 3AX
1662,LE8 5TE
1663,CH3 7LJ
1664,WF9 2HY
1665,ME7 2YS
1666,WR4 9TF
1667,SE6 3PJ
1668,SL2 5BD
1669,PA15 3JP
1670,PO33 4LS
1671,PA20 0HB
1672,EX4 2HL
1673,DY3 3LT
1674,GL52 2BL
1675,HG2 0QJ
1676,DA14 6LL
1677,HU4 7JL
1678,LS12 4SP
1679,SY13 4BG
1680,WF1 3QE
1681,BN11 2DG
1682,LA1 1UG
1683,SE1 4NJ
1684,SY10 9FA
1685,G45 9AY
1686,CA28 8UN
1687,G83 0TP
1688,AB24 3EE
1689,BH8 9DN
1690,CT20 1LQ
1691,BR5 4LG
1692,SS2 5SB
1693,CF3 3JY
1694,TR8 4JF
1695,TN1 2JB
1696,E6 1JE
1697,WA13 9EQ
1698,TR7 1NZ
1699,DL1 4UP
1700,S70 5DU
1701,DA12 2NX
1702,KA9 2QW
1703,DE21 4RY
1704,BH15 2NZ
1705,CO1 2HJ
1706,S43 3SG
1707,RM6 4EY
1708,KT4 8SW
1709,PL15 8GA
1710,G69 8AP
1711,DT10 2FB
1712,DG9 7NF
1713,B31 4BD
1714,CW8 4BU
1715,NG20 0PW
1716,RM13 9SD
1717,PR7 2EG
1718,RG42 6AL
1719,PL34 0EX
1720,BS34 6RA
1721,EX7 0PQ
1722,CM7 9DP
1723,S80 2HG
1724,WA10 6HR
1725,WD5 0QQ
1726,HP12 4NW
1727,HA0 4YT
1728,GU35 9FP
1729,HU7 5XU
1730,PO16 9UF
1731,AB43 1AD
1732,LL24 0PD
1733,PE32 2PZ
1734,GL15 5NW
1735,CA3 8LF
1736,B91 1AS
1737,SA70 7TX
1738,B74 4JP
1739,NR10 3AE
1740,NW10 8LY
1741,LE5 2QP
1742,E16 1AS
1743,LN3 4AL
1744,LL49 9HX
1745,EX16 5BS
1746,DL8 2RJ
1747,GU2 7RF
1748,KA1 3ST
1749,PL32 9XS
1750,S60 5SB
1751,GU27 2NX
1752,WA3 3AR
1753,KA6 5EF
1754,NE10 8UX
1755,CV34 6DN
1756,SA6 8LU
1757,BA5 2US
1758,HA7 4UQ
1759,SS3 9AF
1760,BB9 6PZ
1761,JE2 7PA
1762,SO51 0DU
1763,SE2 0YJ
1764,PE11 3QE
1765,SN6 6AY
1766,BD5 9DY
1767,PL5 3NP
1768,BS3 3HE
1769,EH14 1DN
1770,S13 9ZL
1771,PE3 9UL
1772,GU34 2BL
1773,NE62 5RL
1774,DN22 0AY
1775,ME16 9EZ
1776,SW19 3TQ
1777,RG10 9PT
1778,KA1 3PH
1779,NG4 1SR
1780,CO15 2RJ
1781,EH5 1RR
1782,G13 3PN
1783,RH1 5PY
1784,CF23 6PL
1785,BB11 3EQ
1786,E4 7LP
1787,UB9 6DA
1788,OL14 8QB
1789,BB9 7BZ
1790,DH8 6BD
1791,HU9 4SQ
1792,NN5 6LP
1793,IV32 7NZ
1794,DH8 9BB
1795,PL12 5AH
1796,DY8 1LT
1797,NE64 6AP
1798,CV22 5JB
1799,B72 1EA
1800,L8 3SE
1801,BS7 8RE
1802,L25 1NH
1803,KY4 9BN
1804,CF34 0NR
1805,PR3 1RE
1806,S63 7FU
1807,SW15 4AA
1808,SO14 3JB
1809,RH15 9YP
1810,NP20 5DL
1811,B45 8NP
1812,E14 6NU
1813,HA7 2HX
1814,BH18 9EG
1815,KT14 7JW
1816,YO19 6QS
1817,HU17 9QZ
1818,SW19 5AA
1819,CO4 3XQ
1820,TN22 2AF
1821,B12 0DP
1822,NW1 3DL
1823,ST1 3PA
1824,NN10 8JA
1825,KA10 7AB
1826,DT6 3PB
1827,SL8 5BB
1828,TR2 5QB
1829,BN2 6SF
1830,BN25 2RG
1831,TS26 9BD
1832,PL14 6DT
1833,SS5 5JT
1834,BN27 1UN
1835,SL6 9QD
1836,NG33 5EG
1837,DE21 6YW
1838,UB3 4FD
1839,FY2 0JY
1840,PL11 2EZ
1841,AB30 1NE
1842,IP14 1DL
1843,DL13 1EB
1844,ML6 8UQ
1845,M8 4FF
1846,B38 9QG
1847,NG34 0QU
1848,PH3 1PS
1849,BR8 7PZ
1850,WA15 7WJ
1851,GL53 7AQ
1852,GU33 7PZ
1853,OL14 6SF
1854,BN3 7PZ
1855,WS7 1LT
1856,WF8 3LZ
1857,CB6 3NZ
1858,S63 6DA
1859,EX24 6PN
1860,RH17 5JP
1861,GU34 4DE
1862,RH8 9LT
1863,TR1 3WN
1864,IM9 2EG
1865,BB9 8BP
1866,RG14 6RT
1867,NR14 6JU
1868,NG16 5AS
1869,TR12 7AR
1870,CV3 1BW
1871,PL6 8UL
1872,KT17 2NL
1873,WR4 0SA
1874,B61 8PX
1875,KA5 6DD
1876,EX14 4SW
1877,LS13 2RD
1878,PR7 4AF
1879,DL10 6QD
1880,LE9 7GH
1881,NR7 7SR
1882,PO6 4AP
1883,GL20 5JS
1884,CT20 3LT
1885,AL8 7RL
1886,NP11 4GY
1887,DN18 5FD
1888,G21 3BG
1889,IV36 2PR
1890,BD21 5NX
1891,ME4 4JS
1892,CA2 4DZ
1893,TD14 5AS
1894,BS2 0RJ
1895,CV5 9NN
1896,YO26 6NB
1897,TA1 1BU
1898,BN23 6DL
1899,WN2 5FN
1900,E2 6DX
1901,TN30 6LH
1902,BD10 0QT
1903,B19 2HG
1904,N13 5EW
1905,EX23 9QL
1906,BS4 1QL
1907,PO19 8QU
1908,NG5 8AD
1909,GU5 9HG
1910,TN27 8JS
1911,CH5 4RD
1912,BS20 8FD
1913,TQ4 5PG
1914,HR8 2XU
1915,LL55 2PR
1916,SE1 5PN
1917,NG3 6EW
1918,WF6 2UZ
1919,RM8 3HU
1920,CA20 1EZ
1921,GY1 1YL
1922,RG29 1SJ
1923,EX12 2TZ
1924,IP7 7NG
1925,BN26 6TA
1926,BH21 1UD
1927,KY3 0TA
1928,CR0 8BE
1929,IP14 3ED
1930,WA10 6AP
1931,B63 2RE
1932,LS20 8BU
1933,ST2 8AB
1934,WA4 4HL
1935,HG4 2LL
1936,NG9 2BB
1937,SS9 3FP
1938,EH8 9JX
1939,WD25 0JF
1940,DL9 3AX
1941,L23 4UA
1942,WR4 9UF
1943,KT22 9UT
1944,PE2 8PW
1945,NR10 4PW
1946,TN9 2XB
1947,NE5 3DX
1948,NE1 7EL
1949,CT12 6JP
1950,SN9 6DS
1951,G4 9AL
1952,SO41 0NY
1953,KT22 0SP
1954,M8 9AT
1955,WS2 9SD
1956,CF5 4SL
1957,NW2 6YS
1958,WA3 7DN
1959,SA6 8JY
1960,ST3 3AG
1961,RH1 4PD
1962,TN10 4PG
1963,GL6 7DW
1964,DL1 2PU
1965,W2 2HL
1966,TN23 5DU
1967,L11 0BB
1968,DN32 8HE
1969,NP22 3AL
1970,ZE2 9RP
1971,ML2 0NY
1972,CT16 2BZ
1973,IP14 2AS
1974,BN12 5DQ
1975,LE2 3YR
1976,B24 0LJ
1977,ME17 3JY
1978,DE3 0QR
1979,HP27 0LF
1980,SO23 3JW
1981,RG1 6QX
1982,DD2 1LY
1983,EX37 9AQ
1984,KT15 3DP
1985,SA43 1JN
1986,L11 3BL
1987,BL9 0LP
1988,CA11 8AL
1989,BN8 6LR
1990,AL5 2PE
1991,TA22 9RH
1992,S75 1FQ
1993,N13 5AQ
1994,WV5 8DX
1995,HX2 9RS
1996,PE7 1LS
1997,CA7 3RE
1998,DA1 4QX
1999,SN2 1QN
